*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_18  | 276         | 1769        | 0.002572  | 31842        | 30864        | 111.826086956522    |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_180 | 3260        | 21793       | 0.030939  | 392274       | 371268       | 113.885889570552    |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_181 | 3258        | 21897       | 0.031091  | 394146       | 373092       | 114.515653775322    |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_182 | 3259        | 21815       | 0.03097   | 392670       | 371640       | 114.034980055232    |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_183 | 3263        | 21721       | 0.030837  | 390978       | 370044       | 113.40606803555     |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_184 | 3256        | 21887       | 0.031072  | 393966       | 372864       | 114.515970515971    |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_185 | 3262        | 21737       | 0.030859  | 391266       | 370308       | 113.52176578786     |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_186 | 3254        | 21931       | 0.031134  | 394758       | 373608       | 114.814996926859    |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_187 | 3255        | 21909       | 0.031103  | 394362       | 373236       | 114.665437788018    |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_188 | 3257        | 21829       | 0.030987  | 392922       | 371844       | 114.167638931532    |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_189 | 3252        | 21975       | 0.031196  | 395550       | 374352       | 115.114391143911    |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_19  | 276         | 1763        | 0.002563  | 31734        | 30756        | 111.434782608696    |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_190 | 542         | 3463        | 0.004987  | 62334        | 59844        | 110.413284132841    |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_191 | 543         | 3441        | 0.004956  | 61938        | 59472        | 109.524861878453    |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_192 | 545         | 3397        | 0.004894  | 61146        | 58728        | 107.757798165138    |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_193 | 544         | 3443        | 0.004961  | 61974        | 59532        | 109.433823529412    |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_194 | 544         | 3413        | 0.004916  | 61434        | 58992        | 108.441176470588    |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_195 | 543         | 3447        | 0.004965  | 62046        | 59580        | 109.723756906077    |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_196 | 543         | 3453        | 0.004974  | 62154        | 59688        | 109.922651933702    |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_197 | 551         | 3283        | 0.004735  | 59094        | 56820        | 103.121597096189    |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_198 | 543         | 3447        | 0.004965  | 62046        | 59580        | 109.723756906077    |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_199 | 547         | 3359        | 0.004841  | 60462        | 58092        | 106.201096892139    |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_20  | 339         | 2160        | 0.003126  | 38880        | 37512        | 110.654867256637    |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_200 | 3261        | 21789       | 0.030935  | 392202       | 371220       | 113.836246550138    |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_201 | 3263        | 21709       | 0.030819  | 390762       | 369828       | 113.339871284094    |* 
*|************|*************|*************|***********|**************|**************|*********************|* 
*| values_202 | 3258        | 21861       | 0.031037  | 393498       | 372444       | 114.316758747698    |* 
