*|************|*************|*************|***********|**************|*********************|* 
*| values_268 | 710         | 24303       | 0.88 ms   | 44159        | 62.1957746478873    |* 
*|************|*************|*************|***********|**************|*********************|* 
*| values_269 | 696         | 24336       | 0.88 ms   | 44197        | 63.5014367816092    |* 
*|************|*************|*************|***********|**************|*********************|* 
*| values_27  | 1962        | 42537       | 1.34 ms   | 67247        | 34.2747196738022    |* 
*|************|*************|*************|***********|**************|*********************|* 
*| values_270 | 1467        | 36276       | 1.18 ms   | 59109        | 40.2924335378323    |* 
*|************|*************|*************|***********|**************|*********************|* 
*| values_271 | 1459        | 37022       | 1.20 ms   | 60012        | 41.1322823851953    |* 
*|************|*************|*************|***********|**************|*********************|* 
*| values_272 | 1476        | 37350       | 1.21 ms   | 60406        | 40.9254742547425    |* 
*|************|*************|*************|***********|**************|*********************|* 
*| values_273 | 1478        | 36565       | 1.19 ms   | 59453        | 40.2253044654939    |* 
*|************|*************|*************|***********|**************|*********************|* 
*| values_274 | 1464        | 36474       | 1.19 ms   | 59343        | 40.5348360655738    |* 
*|************|*************|*************|***********|**************|*********************|* 
*| values_275 | 1473        | 36694       | 1.19 ms   | 59604        | 40.4643584521385    |* 
*|************|*************|*************|***********|**************|*********************|* 
*| values_276 | 1489        | 36690       | 1.19 ms   | 59601        | 40.0275352585628    |* 
*|************|*************|*************|***********|**************|*********************|* 
*| values_277 | 1469        | 36760       | 1.19 ms   | 59687        | 40.6310415248468    |* 
*|************|*************|*************|***********|**************|*********************|* 
*| values_278 | 1463        | 36721       | 1.19 ms   | 59645        | 40.768967874231     |* 
*|************|*************|*************|***********|**************|*********************|* 
*| values_279 | 1487        | 36924       | 1.20 ms   | 59877        | 40.2669804976463    |* 
*|************|*************|*************|***********|**************|*********************|* 
*| values_28  | 2002        | 44074       | 1.38 ms   | 69152        | 34.5414585414585    |* 
